match_date,league,home_team,away_team,home_goals,away_goals,home_xg,away_xg,home_injury_impact,away_injury_impact,home_motivation,away_motivation,home_rest_days,away_rest_days,result
2023-06-26,La Liga,Atletico Madrid,Sevilla,0,0,0.1,0.13,1.38,0.1,0.15,0.55,4,7,D
2023-07-03,La Liga,Atletico Madrid,Barcelona,1,0,1.12,0.1,0.78,0.19,0.47,0.95,2,6,H
2023-07-10,La Liga,Real Madrid,Sevilla,1,2,1.01,2.32,0.77,1.03,0.74,0.4,7,3,A
2023-07-17,La Liga,Sevilla,Real Madrid,2,2,2.32,2.98,0.72,0.69,0.74,0.73,6,2,D
2023-07-24,La Liga,Barcelona,Real Madrid,2,0,1.85,0.1,1.77,0.22,0.3,0.22,7,6,H
2023-07-31,La Liga,Sevilla,Atletico Madrid,0,2,0.25,3.26,1.27,0.81,0.37,0.44,5,5,A
2023-08-07,La Liga,Atletico Madrid,Real Madrid,0,0,0.1,1.17,0.82,0.85,0.88,0.45,5,7,D
2023-08-14,La Liga,Sevilla,Atletico Madrid,2,1,2.41,2.01,1.08,1.79,0.45,0.21,4,3,H
2023-08-21,La Liga,Real Madrid,Atletico Madrid,0,0,0.1,0.1,1.51,0.62,0.43,0.09,5,3,D
2023-08-28,La Liga,Sevilla,Barcelona,1,1,1.48,1.09,1.05,1.48,0.84,0.39,6,7,D
2023-09-04,La Liga,Atletico Madrid,Sevilla,0,1,0.26,2.11,0.73,0.28,0.03,0.75,6,4,A
2023-09-11,La Liga,Real Madrid,Barcelona,1,0,1.81,0.1,1.66,1.43,0.49,0.49,5,7,H
2023-09-18,La Liga,Barcelona,Real Madrid,0,0,0.1,0.1,1.03,1.72,0.35,0.76,2,2,D
2023-09-25,La Liga,Atletico Madrid,Sevilla,1,0,1.58,0.1,0.49,0.65,0.54,0.02,4,5,H
2023-10-02,La Liga,Sevilla,Real Madrid,1,0,1.72,0.1,0.37,0.05,0.91,0.64,2,7,H
2023-10-09,La Liga,Barcelona,Sevilla,2,1,1.53,0.76,0.52,0.6,0.62,0.36,4,4,H
2023-10-16,La Liga,Barcelona,Sevilla,1,0,2.22,0.1,0.51,0.91,0.36,0.55,6,6,H
2023-10-23,La Liga,Atletico Madrid,Real Madrid,0,0,0.6,0.1,0.32,0.33,0.59,0.76,5,4,D
2023-10-30,La Liga,Atletico Madrid,Real Madrid,1,0,1.72,0.1,0.11,0.89,0.67,0.85,7,2,H
2023-11-06,La Liga,Real Madrid,Sevilla,1,1,1.35,0.5,0.96,0.7,0.79,0.42,7,6,D
2023-11-13,La Liga,Barcelona,Atletico Madrid,1,2,1.12,1.7,0.84,0.52,0.56,0.36,4,2,A
2023-11-20,La Liga,Barcelona,Sevilla,1,1,0.89,1.67,0.31,0.31,0.16,0.1,7,6,D
2023-11-27,La Liga,Barcelona,Sevilla,0,0,1.05,0.1,0.8,1.29,0.24,0.82,4,6,D
2023-12-04,La Liga,Atletico Madrid,Barcelona,0,1,1.38,1.18,1.52,0.51,0.3,0.39,7,2,A
2023-12-11,La Liga,Sevilla,Barcelona,0,1,0.98,0.84,0.83,0.67,0.94,0.09,6,6,A
2023-12-18,La Liga,Barcelona,Atletico Madrid,3,0,3.42,0.1,0.44,1.75,0.54,0.51,4,2,H
2023-12-25,La Liga,Atletico Madrid,Sevilla,0,2,0.1,2.14,1.56,1.44,0.71,0.75,5,6,A
2024-01-01,La Liga,Sevilla,Atletico Madrid,1,0,0.98,0.1,0.84,1.62,0.67,0.22,5,7,H
2024-01-08,La Liga,Atletico Madrid,Sevilla,2,0,3.26,0.27,1.66,1.09,0.24,0.31,3,6,H
2024-01-15,La Liga,Real Madrid,Atletico Madrid,2,1,2.42,0.79,0.3,0.62,0.73,0.72,3,7,H
2024-01-22,La Liga,Real Madrid,Atletico Madrid,2,1,2.81,1.06,0.47,1.49,0.18,0.64,6,2,H
2024-01-29,La Liga,Real Madrid,Atletico Madrid,1,2,0.97,1.71,1.17,0.75,0.65,0.04,6,4,A
2024-02-05,La Liga,Atletico Madrid,Real Madrid,1,1,1.47,1.61,0.52,1.52,0.7,0.98,7,7,D
2024-02-12,La Liga,Sevilla,Atletico Madrid,1,1,0.62,1.63,0.22,0.46,0.12,0.36,6,4,D
2024-02-19,La Liga,Atletico Madrid,Barcelona,2,2,2.63,2.01,0.9,0.9,0.77,0.57,3,5,D
2024-02-26,La Liga,Barcelona,Sevilla,1,0,1.4,0.1,0.34,0.84,0.84,0.62,7,3,H
2024-03-04,La Liga,Atletico Madrid,Sevilla,2,0,2.74,0.4,1.11,1.61,0.24,0.65,3,2,H
2024-03-11,La Liga,Real Madrid,Sevilla,2,0,2.44,0.12,0.2,0.52,0.19,0.11,3,2,H
2024-03-18,La Liga,Barcelona,Real Madrid,2,2,2.06,2.44,1.02,0.91,0.39,0.47,2,6,D
2024-03-25,La Liga,Real Madrid,Sevilla,2,0,1.36,0.69,1.53,0.52,0.29,0.66,3,5,H
2024-04-01,La Liga,Atletico Madrid,Sevilla,2,1,2.26,1.7,0.44,1.79,0.1,0.73,7,3,H
2024-04-08,La Liga,Sevilla,Barcelona,1,0,2.28,0.1,1.56,0.65,0.61,0.96,6,4,H
2024-04-15,La Liga,Barcelona,Sevilla,0,0,0.68,0.68,1.02,0.24,0.78,0.06,7,6,D
2022-08-01,Primeira Liga,Sporting,Benfica,0,2,0.54,2.81,1.54,1.78,0.26,0.37,7,6,A
2022-08-08,Primeira Liga,Porto,Sporting,2,0,1.79,0.1,0.0,0.0,0.0,0.33,4,5,H
2022-08-15,Primeira Liga,Benfica,Braga,0,1,0.42,0.84,0.83,0.85,0.67,0.27,6,5,A
2022-08-22,Primeira Liga,Porto,Braga,1,0,0.49,0.1,1.65,1.18,0.96,0.13,6,3,H
2022-08-29,Primeira Liga,Benfica,Porto,1,1,1.21,0.42,1.21,1.74,0.06,0.1,2,3,D
2022-09-05,Primeira Liga,Braga,Sporting,2,0,1.17,0.1,0.67,0.2,0.64,0.03,3,2,H
2022-09-12,Primeira Liga,Benfica,Sporting,2,1,1.99,1.14,1.09,1.48,0.34,0.12,7,7,H
2022-09-19,Primeira Liga,Sporting,Porto,0,0,0.89,0.1,1.75,0.52,0.77,0.63,5,3,D
2022-09-26,Primeira Liga,Benfica,Porto,0,1,0.1,0.77,0.92,0.11,0.13,0.61,7,2,A
2022-10-03,Primeira Liga,Sporting,Benfica,0,1,0.5,0.63,1.66,0.87,0.4,0.48,4,2,A
2022-10-10,Primeira Liga,Benfica,Braga,1,0,2.74,0.1,0.8,1.02,0.1,0.23,3,5,H
2022-10-17,Primeira Liga,Sporting,Porto,0,2,0.32,2.29,1.59,0.87,0.13,0.14,7,7,A
2022-10-24,Primeira Liga,Benfica,Sporting,1,0,0.53,0.47,0.09,1.68,0.34,0.14,2,2,H
2022-10-31,Primeira Liga,Benfica,Sporting,1,1,2.19,0.71,1.49,1.64,0.18,0.49,4,5,D
2022-11-07,Primeira Liga,Porto,Sporting,2,0,2.67,0.75,0.33,0.11,0.42,0.93,2,6,H
2022-11-14,Primeira Liga,Porto,Benfica,2,0,1.83,0.1,0.31,0.93,0.87,0.59,4,3,H
2022-11-21,Primeira Liga,Sporting,Braga,0,1,0.21,0.54,0.21,0.17,0.17,0.83,5,7,A
2022-11-28,Primeira Liga,Braga,Porto,1,1,1.43,2.01,0.45,0.16,0.51,0.52,6,5,D
2022-12-05,Primeira Liga,Braga,Benfica,0,0,0.1,0.51,1.17,0.63,0.35,0.85,7,7,D
2022-12-12,Primeira Liga,Porto,Braga,0,1,0.3,1.72,0.18,1.44,0.92,0.3,5,7,A
2022-12-19,Primeira Liga,Benfica,Sporting,2,2,2.5,2.04,0.46,1.37,0.23,0.88,4,7,D
2022-12-26,Primeira Liga,Braga,Benfica,1,0,1.48,0.1,0.86,0.38,0.57,0.78,5,3,H
2023-01-02,Primeira Liga,Benfica,Braga,1,1,1.29,0.44,0.44,0.84,0.49,0.32,6,5,D
2023-01-09,Primeira Liga,Braga,Porto,1,1,0.57,0.5,1.23,0.22,0.34,0.63,3,6,D
2023-01-16,Primeira Liga,Benfica,Sporting,2,1,3.33,2.75,1.04,1.61,0.96,0.76,7,2,H
2023-01-23,Primeira Liga,Braga,Benfica,1,0,1.7,0.82,0.74,0.93,0.71,0.69,6,5,H
2023-01-30,Primeira Liga,Benfica,Braga,1,0,2.31,0.1,0.2,0.25,0.17,0.57,7,6,H
2023-02-06,Primeira Liga,Sporting,Benfica,2,0,3.06,0.21,0.17,1.59,0.07,0.27,7,6,H
2023-02-13,Primeira Liga,Porto,Braga,1,2,1.14,2.28,0.11,0.84,0.55,0.6,6,6,A
2023-02-20,Primeira Liga,Braga,Benfica,1,1,0.81,0.52,0.86,1.19,0.44,0.7,5,6,D
2023-02-27,Primeira Liga,Porto,Sporting,2,1,2.45,2.48,1.64,0.85,0.13,0.35,3,4,H
2023-03-06,Primeira Liga,Sporting,Porto,1,1,1.48,0.15,0.91,1.71,0.88,0.97,7,3,D
2023-03-13,Primeira Liga,Porto,Benfica,0,1,0.98,0.87,1.61,1.2,0.22,0.35,2,4,A
2023-03-20,Primeira Liga,Porto,Braga,3,2,4.15,2.53,1.11,0.61,0.18,0.34,5,3,H
2023-03-27,Primeira Liga,Porto,Sporting,2,0,2.48,0.76,0.85,0.16,0.84,0.04,5,4,H
2023-04-03,Primeira Liga,Benfica,Porto,3,2,3.5,2.11,0.54,0.62,0.53,0.1,4,3,H
2023-04-10,Primeira Liga,Porto,Benfica,0,1,1.01,1.56,0.57,0.16,0.42,0.81,2,2,A
2023-04-17,Primeira Liga,Sporting,Porto,2,0,2.11,0.34,1.54,0.75,0.41,0.4,6,4,H
2023-04-24,Primeira Liga,Braga,Benfica,0,1,0.13,1.65,0.53,1.67,0.54,0.37,5,7,A
2023-05-01,Primeira Liga,Benfica,Porto,0,0,1.0,0.66,0.01,1.36,0.16,0.24,5,6,D
2023-05-08,Primeira Liga,Benfica,Sporting,2,0,1.61,0.45,0.04,0.18,0.79,0.56,5,2,H
2023-05-15,Primeira Liga,Sporting,Porto,1,0,1.6,0.1,1.61,1.31,0.67,0.46,6,6,H
2023-05-22,Primeira Liga,Benfica,Sporting,0,0,0.92,0.1,0.24,0.01,0.58,0.9,4,3,D
2023-05-29,Primeira Liga,Braga,Benfica,1,0,1.35,0.15,0.4,1.32,0.88,0.78,4,2,H
2023-06-05,Primeira Liga,Braga,Sporting,0,1,0.1,0.71,0.14,0.8,0.25,0.17,6,5,A
2023-06-12,Primeira Liga,Braga,Benfica,1,1,0.63,0.97,0.33,0.69,0.52,0.52,3,6,D
2023-06-19,Primeira Liga,Sporting,Benfica,3,0,3.51,0.1,0.44,0.83,0.64,0.61,4,7,H
2023-06-26,Primeira Liga,Sporting,Porto,1,0,2.97,0.1,1.71,1.7,0.66,0.1,2,2,H
2023-07-03,Primeira Liga,Sporting,Braga,3,2,4.24,2.03,0.85,1.34,0.77,0.51,4,6,H
2023-07-10,Primeira Liga,Sporting,Braga,1,0,1.71,0.12,0.41,1.73,0.95,0.93,5,7,H
2023-07-17,Primeira Liga,Sporting,Braga,0,0,1.21,0.1,0.11,0.71,0.51,0.75,2,6,D
2023-07-24,Primeira Liga,Braga,Sporting,1,2,1.11,2.28,1.77,1.37,0.38,0.72,5,5,A
2023-07-31,Primeira Liga,Porto,Benfica,0,1,0.1,1.11,0.01,0.72,0.24,0.23,3,5,A
2023-08-07,Primeira Liga,Porto,Sporting,2,0,2.2,0.1,0.55,0.32,0.08,0.64,4,7,H
2023-08-14,Primeira Liga,Benfica,Sporting,1,0,0.62,0.34,0.13,1.66,0.82,0.46,2,6,H
2023-08-21,Primeira Liga,Porto,Sporting,1,1,0.97,0.78,0.88,0.87,0.2,0.03,6,3,D
2023-08-28,Primeira Liga,Braga,Sporting,1,1,1.04,1.7,1.79,0.71,0.27,0.69,2,6,D
2023-09-04,Primeira Liga,Sporting,Braga,1,1,0.79,0.84,1.44,0.61,0.98,0.2,6,4,D
2023-09-11,Primeira Liga,Porto,Braga,2,1,2.69,0.9,0.88,0.94,0.27,0.53,2,5,H
2023-09-18,Primeira Liga,Sporting,Porto,3,0,3.95,0.1,0.24,0.56,0.38,0.35,3,7,H
2023-09-25,Primeira Liga,Benfica,Sporting,1,0,0.53,0.1,1.09,0.24,0.97,0.51,4,2,H
2023-10-02,Primeira Liga,Braga,Porto,2,0,2.57,0.24,0.31,0.82,0.43,0.85,6,3,H
2023-10-09,Primeira Liga,Sporting,Porto,2,1,2.54,1.33,1.71,0.23,0.72,0.53,2,3,H
2023-10-16,Primeira Liga,Benfica,Sporting,0,1,1.22,1.36,0.07,0.95,0.93,0.68,2,4,A
2023-10-23,Primeira Liga,Porto,Sporting,0,1,0.47,0.94,0.93,1.5,0.86,0.69,4,4,A
2023-10-30,Primeira Liga,Benfica,Porto,1,1,2.84,1.21,1.35,1.77,0.59,0.06,3,2,D
2023-11-06,Primeira Liga,Sporting,Braga,0,3,0.27,3.45,0.03,1.53,0.16,0.58,5,4,A
2023-11-13,Primeira Liga,Sporting,Porto,2,0,2.42,0.29,1.1,1.57,0.05,0.7,3,4,H
2023-11-20,Primeira Liga,Porto,Benfica,1,2,1.01,2.21,0.39,0.89,0.82,0.85,3,2,A
2023-11-27,Primeira Liga,Porto,Braga,1,0,2.35,0.1,1.56,0.08,0.95,0.24,7,3,H
2023-12-04,Primeira Liga,Benfica,Porto,1,1,0.28,1.59,0.47,1.48,0.24,0.39,4,2,D
2023-12-11,Primeira Liga,Braga,Sporting,1,2,1.73,2.74,1.76,0.22,0.85,0.22,2,6,A
2023-12-18,Primeira Liga,Sporting,Porto,2,0,3.1,0.47,0.83,1.3,0.98,0.24,2,7,H
2023-12-25,Primeira Liga,Braga,Sporting,1,1,1.48,1.38,1.45,1.09,0.48,0.11,7,2,D
2024-01-01,Primeira Liga,Porto,Braga,2,1,1.63,0.35,1.49,0.25,0.3,0.14,5,6,H
2024-01-08,Primeira Liga,Benfica,Sporting,2,0,2.55,0.1,1.64,1.5,0.83,0.81,3,4,H
2024-01-15,Primeira Liga,Sporting,Benfica,2,1,0.57,1.49,0.52,0.78,0.87,0.97,3,4,H
2024-01-22,Primeira Liga,Sporting,Braga,0,0,0.9,0.1,1.12,1.0,0.54,0.37,2,5,D
2024-01-29,Primeira Liga,Braga,Benfica,1,0,0.68,0.37,0.1,1.42,0.57,0.41,3,7,H
2024-02-05,Primeira Liga,Braga,Sporting,1,1,1.85,1.5,0.25,1.49,0.61,0.87,6,7,D
2024-02-12,Primeira Liga,Porto,Braga,3,0,4.03,0.1,0.98,0.04,0.35,0.1,7,3,H
2024-02-19,Primeira Liga,Benfica,Porto,2,1,1.65,2.16,0.92,0.84,0.21,0.41,2,5,H
2024-02-26,Primeira Liga,Porto,Sporting,3,1,3.32,2.03,1.64,1.34,0.28,0.61,4,4,H
2024-03-04,Primeira Liga,Porto,Braga,1,0,1.48,0.94,0.3,1.0,0.03,0.8,2,4,H
2024-03-11,Primeira Liga,Benfica,Braga,1,0,1.66,0.36,1.21,1.61,0.47,0.19,2,7,H
2024-03-18,Primeira Liga,Porto,Sporting,1,0,1.39,1.03,0.18,1.09,0.28,0.99,5,3,H
2024-03-25,Primeira Liga,Porto,Sporting,2,1,1.24,1.67,0.98,0.93,0.61,0.55,7,3,H
2024-04-01,Primeira Liga,Porto,Braga,2,1,3.4,0.25,0.53,1.03,0.52,0.45,3,6,H
2024-04-08,Primeira Liga,Benfica,Sporting,2,1,2.41,1.58,0.14,0.94,0.17,0.64,6,6,H
2024-04-15,Primeira Liga,Braga,Porto,0,0,0.1,0.41,0.39,1.32,0.59,0.97,6,4,D
2022-08-01,Bundesliga,Dortmund,Leverkusen,1,2,0.1,2.26,0.99,0.64,0.15,0.5,6,4,A
2022-08-08,Bundesliga,Dortmund,Leverkusen,1,1,0.89,2.12,1.53,0.41,0.77,0.99,5,6,D
2022-08-15,Bundesliga,Leipzig,Leverkusen,2,0,2.78,0.1,0.09,0.86,0.73,0.74,5,6,H
2022-08-22,Bundesliga,Leipzig,Dortmund,2,2,2.72,3.05,0.31,0.93,1.0,0.09,5,2,D
2022-08-29,Bundesliga,Dortmund,Leverkusen,3,1,4.46,0.99,0.66,0.51,0.79,0.61,5,6,H
2022-09-05,Bundesliga,Bayern,Leipzig,1,0,2.08,0.1,0.49,0.99,0.87,0.05,7,3,H
2022-09-12,Bundesliga,Leverkusen,Dortmund,1,1,1.37,1.84,0.76,1.08,0.27,0.62,5,7,D
2022-09-19,Bundesliga,Dortmund,Bayern,0,0,0.15,0.1,0.78,1.78,0.5,0.99,6,6,D
2022-09-26,Bundesliga,Leipzig,Dortmund,2,0,1.66,0.66,0.94,0.99,0.56,0.95,7,3,H
2022-10-03,Bundesliga,Bayern,Dortmund,1,1,2.35,1.56,0.5,0.05,0.18,0.5,5,2,D
2022-10-10,Bundesliga,Dortmund,Leverkusen,2,1,2.02,1.84,1.74,1.17,0.85,0.59,2,7,H
2022-10-17,Bundesliga,Dortmund,Leverkusen,1,1,2.35,2.07,0.87,0.36,0.49,0.81,4,3,D
2022-10-24,Bundesliga,Bayern,Leverkusen,1,0,1.01,0.73,0.18,0.02,0.93,0.26,2,4,H
2022-10-31,Bundesliga,Dortmund,Leverkusen,0,1,0.41,1.43,1.16,0.19,0.03,0.08,6,2,A
2022-11-07,Bundesliga,Dortmund,Leverkusen,2,0,1.99,0.79,1.55,1.0,0.23,0.72,3,7,H
2022-11-14,Bundesliga,Leverkusen,Leipzig,1,2,1.55,2.39,0.91,0.33,0.56,0.28,4,5,A
2022-11-21,Bundesliga,Leverkusen,Dortmund,1,0,1.05,0.38,1.19,1.66,0.69,0.32,6,4,H
2022-11-28,Bundesliga,Leverkusen,Bayern,1,1,0.59,1.28,0.26,1.32,0.25,0.4,3,4,D
2022-12-05,Bundesliga,Leverkusen,Leipzig,1,0,1.46,0.1,0.19,0.89,0.25,0.3,6,5,H
2022-12-12,Bundesliga,Bayern,Leipzig,1,1,1.8,0.86,1.52,1.35,0.14,0.56,4,4,D
2022-12-19,Bundesliga,Bayern,Leipzig,1,1,0.66,1.0,0.81,0.04,0.5,0.81,5,6,D
2022-12-26,Bundesliga,Bayern,Leipzig,0,0,0.39,0.41,0.34,0.94,0.6,0.46,7,7,D
2023-01-02,Bundesliga,Leverkusen,Dortmund,0,1,0.1,1.5,0.15,1.55,0.89,0.91,6,3,A
2023-01-09,Bundesliga,Bayern,Leverkusen,1,0,0.72,0.1,1.09,0.77,0.24,0.3,7,2,H
2023-01-16,Bundesliga,Dortmund,Leverkusen,0,1,1.02,1.52,1.62,0.04,0.55,0.89,6,5,A
2023-01-23,Bundesliga,Leverkusen,Leipzig,0,1,0.1,2.24,0.75,1.0,0.52,0.36,2,4,A
2023-01-30,Bundesliga,Leverkusen,Leipzig,1,1,2.62,0.28,1.42,0.5,0.02,0.88,2,4,D
2023-02-06,Bundesliga,Leipzig,Leverkusen,0,0,0.49,0.1,0.91,0.17,0.38,0.5,7,4,D
2023-02-13,Bundesliga,Dortmund,Leverkusen,1,1,0.6,0.81,1.28,0.76,0.94,0.72,6,6,D
2023-02-20,Bundesliga,Dortmund,Leipzig,1,2,0.1,1.33,1.22,0.08,0.94,0.47,3,6,A
2023-02-27,Bundesliga,Dortmund,Leipzig,1,0,0.64,0.32,0.63,1.05,0.15,0.25,2,5,H
2023-03-06,Bundesliga,Bayern,Leipzig,0,0,0.1,0.94,1.1,1.19,0.29,0.9,4,7,D
2023-03-13,Bundesliga,Dortmund,Bayern,2,0,2.72,1.08,0.28,0.69,0.38,0.33,4,3,H
2023-03-20,Bundesliga,Dortmund,Bayern,1,1,1.46,0.66,1.28,0.77,0.97,0.88,7,5,D
2023-03-27,Bundesliga,Leipzig,Dortmund,2,0,2.11,0.1,0.66,0.59,0.62,0.01,5,2,H
2023-04-03,Bundesliga,Leverkusen,Bayern,0,1,0.1,0.95,1.2,0.42,0.62,0.41,7,5,A
2023-04-10,Bundesliga,Dortmund,Leverkusen,0,0,0.1,0.66,0.11,1.33,0.66,0.91,4,7,D
2023-04-17,Bundesliga,Leverkusen,Leipzig,1,0,0.69,0.1,0.68,0.42,0.42,0.7,4,2,H
2023-04-24,Bundesliga,Dortmund,Leipzig,3,1,3.59,1.36,0.88,0.53,0.78,0.51,6,4,H
2023-05-01,Bundesliga,Leipzig,Dortmund,3,1,2.44,1.92,0.19,0.78,0.54,0.15,2,5,H
2023-05-08,Bundesliga,Leipzig,Dortmund,0,0,0.1,0.1,0.31,1.16,0.44,0.68,2,2,D
2023-05-15,Bundesliga,Leipzig,Leverkusen,3,2,2.81,2.26,1.41,0.94,0.29,0.39,2,4,H
2023-05-22,Bundesliga,Bayern,Leipzig,4,1,4.84,0.68,1.69,0.97,0.68,0.1,5,6,H
2023-05-29,Bundesliga,Leverkusen,Bayern,0,0,0.1,0.1,0.88,0.77,0.53,0.06,3,7,D
2023-06-05,Bundesliga,Dortmund,Leverkusen,3,0,2.95,0.83,0.92,1.34,0.38,0.75,5,2,H
2023-06-12,Bundesliga,Leverkusen,Bayern,0,2,0.17,1.01,0.91,1.25,0.08,0.66,6,5,A
2023-06-19,Bundesliga,Leipzig,Leverkusen,3,1,2.77,2.41,0.9,1.72,0.84,0.71,5,7,H
2023-06-26,Bundesliga,Dortmund,Leverkusen,2,0,1.63,0.17,0.3,0.48,0.19,0.17,2,7,H
2023-07-03,Bundesliga,Bayern,Leipzig,2,2,1.62,1.0,0.26,0.21,0.54,0.96,7,7,D
2023-07-10,Bundesliga,Leipzig,Bayern,1,1,1.22,1.01,0.33,0.54,0.03,0.68,3,7,D
2023-07-17,Bundesliga,Bayern,Dortmund,1,0,0.9,0.1,0.22,1.24,0.7,0.26,5,7,H
2023-07-24,Bundesliga,Dortmund,Leverkusen,1,0,1.55,0.67,1.72,0.06,0.16,0.73,5,4,H
2023-07-31,Bundesliga,Dortmund,Bayern,1,1,1.29,1.51,1.47,1.04,0.75,0.57,5,6,D
2023-08-07,Bundesliga,Leverkusen,Bayern,0,1,0.1,0.4,1.06,1.69,0.27,0.9,4,2,A
2023-08-14,Bundesliga,Leipzig,Leverkusen,0,1,0.1,0.1,0.95,0.39,0.99,0.71,3,4,A
2023-08-21,Bundesliga,Leipzig,Leverkusen,1,1,2.6,0.75,1.2,1.68,0.14,0.84,7,4,D
2023-08-28,Bundesliga,Leverkusen,Bayern,0,3,0.33,3.3,0.81,0.09,0.03,0.61,6,6,A
2023-09-04,Bundesliga,Bayern,Dortmund,0,0,0.16,0.6,0.28,0.87,0.37,0.59,7,4,D
2023-09-11,Bundesliga,Dortmund,Leipzig,0,1,1.71,1.03,0.91,0.68,0.63,0.61,4,4,A
2023-09-18,Bundesliga,Leipzig,Bayern,1,2,1.56,2.47,0.17,1.17,0.39,0.92,6,5,A
2023-09-25,Bundesliga,Leipzig,Dortmund,1,1,2.23,1.98,0.54,0.01,0.98,0.38,3,5,D
2023-10-02,Bundesliga,Bayern,Dortmund,0,1,1.62,1.4,0.61,1.22,0.08,0.08,2,5,A
2023-10-09,Bundesliga,Dortmund,Leipzig,2,0,3.17,0.76,0.91,1.41,0.63,0.57,3,6,H
2023-10-16,Bundesliga,Dortmund,Leipzig,2,1,1.94,2.65,0.09,1.37,0.12,0.1,5,3,H
2023-10-23,Bundesliga,Dortmund,Leipzig,1,0,1.93,1.05,1.01,1.7,0.01,0.48,7,2,H
2023-10-30,Bundesliga,Bayern,Dortmund,1,0,0.75,0.1,0.7,0.26,0.73,0.36,4,3,H
2023-11-06,Bundesliga,Leverkusen,Leipzig,1,0,0.26,0.24,0.71,1.64,0.48,0.6,3,3,H
2023-11-13,Bundesliga,Leverkusen,Dortmund,1,1,0.91,0.7,1.25,1.71,0.64,0.18,6,3,D
2023-11-20,Bundesliga,Leverkusen,Bayern,1,1,0.76,0.63,0.0,0.35,0.6,0.54,3,4,D
2023-11-27,Bundesliga,Dortmund,Leverkusen,1,0,0.83,0.18,1.7,0.72,0.49,0.25,4,6,H
2023-12-04,Bundesliga,Leverkusen,Bayern,0,1,0.18,1.85,0.91,1.06,0.42,0.43,3,4,A
2023-12-11,Bundesliga,Bayern,Leverkusen,1,0,0.89,0.1,1.32,0.84,0.2,1.0,5,4,H
2023-12-18,Bundesliga,Leipzig,Bayern,0,2,0.1,2.5,0.75,0.2,0.72,0.25,5,2,A
2023-12-25,Bundesliga,Bayern,Leipzig,1,1,1.98,1.25,1.55,1.46,0.93,0.46,4,6,D
2024-01-01,Bundesliga,Leipzig,Bayern,1,2,0.94,3.08,1.14,0.0,0.21,0.62,5,5,A
2024-01-08,Bundesliga,Leverkusen,Dortmund,2,2,2.56,2.16,1.11,1.1,0.61,0.51,6,4,D
2024-01-15,Bundesliga,Leverkusen,Dortmund,1,0,2.02,0.1,0.13,0.38,0.23,0.82,3,6,H
2024-01-22,Bundesliga,Leverkusen,Bayern,0,0,1.37,0.1,0.16,1.74,0.29,0.61,5,4,D
2024-01-29,Bundesliga,Leipzig,Dortmund,2,0,2.56,0.16,1.13,1.33,0.96,0.73,4,4,H
2024-02-05,Bundesliga,Bayern,Leverkusen,1,2,0.86,1.83,0.11,0.7,0.46,0.21,6,2,A
2024-02-12,Bundesliga,Leipzig,Dortmund,2,1,3.15,1.72,0.96,1.09,0.88,0.15,6,2,H
2024-02-19,Bundesliga,Bayern,Leipzig,3,0,1.43,0.1,0.07,0.43,0.29,0.54,6,3,H
2024-02-26,Bundesliga,Bayern,Leipzig,1,2,1.45,2.05,0.33,1.67,0.57,0.59,2,7,A
2024-03-04,Bundesliga,Bayern,Leipzig,0,0,0.1,0.11,0.34,1.35,0.85,0.84,3,7,D
2024-03-11,Bundesliga,Dortmund,Bayern,1,1,0.9,1.04,1.26,0.64,0.01,0.89,3,2,D
2024-03-18,Bundesliga,Leipzig,Bayern,0,1,0.43,0.26,0.21,1.12,0.13,0.53,2,2,A
2024-03-25,Bundesliga,Leipzig,Dortmund,0,1,0.66,0.71,1.37,0.91,0.24,0.79,2,3,A
2024-04-01,Bundesliga,Bayern,Leverkusen,1,1,0.77,0.56,0.4,0.39,0.86,0.83,5,7,D
2024-04-08,Bundesliga,Leipzig,Bayern,1,0,1.41,0.29,0.05,0.62,0.38,0.22,4,7,H
2024-04-15,Bundesliga,Dortmund,Bayern,0,0,0.56,0.49,0.56,0.92,0.83,0.83,2,2,D
2022-08-01,Serie A,Inter,Napoli,2,0,2.06,0.67,1.1,0.03,0.57,0.41,2,3,H
2022-08-08,Serie A,Juventus,Inter,1,2,1.3,1.93,0.23,0.57,0.77,0.07,6,7,A
2022-08-15,Serie A,Milan,Juventus,2,1,1.11,1.3,1.8,1.47,0.24,0.98,6,2,H
2022-08-22,Serie A,Inter,Napoli,0,0,0.1,0.1,1.2,1.79,0.68,0.32,7,6,D
2022-08-29,Serie A,Napoli,Milan,3,2,3.29,2.16,1.1,0.45,0.92,0.73,7,2,H
2022-09-05,Serie A,Napoli,Juventus,4,1,4.58,0.58,0.11,0.47,0.77,0.29,2,5,H
2022-09-12,Serie A,Napoli,Juventus,0,0,0.55,0.1,1.44,0.79,0.87,0.69,6,2,D
2022-09-19,Serie A,Juventus,Napoli,2,1,1.96,0.99,0.87,1.2,0.91,0.5,5,7,H
2022-09-26,Serie A,Napoli,Juventus,0,2,0.59,0.78,0.12,1.03,0.71,0.22,2,2,A
2022-10-03,Serie A,Juventus,Milan,1,0,0.28,0.62,0.17,1.3,0.71,0.46,4,7,H
2022-10-10,Serie A,Inter,Milan,2,1,2.12,1.88,1.36,1.78,0.91,0.85,4,7,H
2022-10-17,Serie A,Napoli,Juventus,3,0,4.23,0.58,1.64,0.26,0.1,0.89,2,6,H
